Rk,Name,Age,Tm,Lg,G,PA,AB,R,H,2B,3B,HR,RBI,SB,CS,BB,SO,BA,OBP,SLG,OPS,OPS+,TB,GDP,HBP,SH,SF,IBB,Pos
327,Edwin\'a0Encarnacion\\encared01,31,TOR,AL,128,542,477,75,128,27,2,34,98,2,0,62,82,.268,.354,.547,.901,152,261,18,2,0,1,6,3D/7\
328,Nathan\'a0Eovaldi\\eovalna01,24,MIA,NL,32,64,56,1,5,0,0,0,0,0,0,1,36,.089,.105,.089,.195,-45,5,0,0,7,0,0,1\
329,Robbie\'a0Erlin\\erlinro01,23,SDP,NL,12,19,18,0,2,0,0,0,1,0,0,1,6,.111,.158,.111,.269,-20,2,0,0,0,0,0,1\
330,Alcides\'a0Escobar\\escobal02,27,KCR,AL,162,620,579,74,165,34,5,3,50,31,6,23,83,.285,.317,.377,.694,93,218,12,6,8,4,1,*6\
331,Eduardo\'a0Escobar#\\escobed01,25,MIN,AL,133,465,433,52,119,35,2,6,37,1,1,24,93,.275,.315,.406,.721,102,176,6,2,4,2,1,65/478D\
332,Yunel\'a0Escobar\\escobyu01,31,TBR,AL,137,529,476,33,123,18,0,7,39,1,1,43,60,.258,.324,.340,.664,92,162,15,4,4,2,3,*6/7\
333,Danny\'a0Espinosa#\\espinda01,27,WSN,NL,114,364,333,31,73,14,3,8,27,8,1,18,122,.219,.283,.351,.634,74,117,5,12,0,1,5,46\
334,Marco\'a0Estrada\\estrama01,30,MIL,NL,35,40,32,0,3,0,0,0,2,0,0,3,13,.094,.171,.094,.265,-24,3,1,0,5,0,0,1\
335,Andre\'a0Ethier*\\ethiean01,32,LAD,NL,130,380,341,29,85,17,6,4,42,2,2,31,74,.249,.322,.370,.691,97,126,5,6,1,1,3,879/3D\
336,Nick\'a0Evans\\evansni01,28,ARI,NL,18,23,22,2,6,2,0,2,7,0,0,1,10,.273,.304,.636,.941,154,14,0,0,0,0,0,/35D7\
337,Dana\'a0Eveland*\\evelada01,30,NYM,NL,30,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,1\
338,Irving\'a0Falu#\\faluir01,31,TOT,NL,22,35,30,0,3,0,0,0,1,1,0,4,5,.100,.200,.100,.300,-11,3,2,0,0,1,1,4/56\
339,Jeurys\'a0Familia\\familje01,24,NYM,NL,71,3,3,0,2,0,0,0,1,0,0,0,0,.667,.667,.667,1.333,287,2,0,0,0,0,0,1\
340,Kyle\'a0Farnsworth\\farnsky01,38,TOT,MLB,22,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,1\
341,Danny\'a0Farquhar\\farquda01,27,SEA,AL,5,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,1\
342,Tim\'a0Federowicz\\federti01,26,LAD,NL,23,78,71,2,8,3,0,1,5,0,0,3,18,.113,.158,.197,.355,1,14,3,1,2,1,0,2\
343,Scott\'a0Feldman*\\feldmsc01,31,HOU,AL,1,2,2,0,0,0,0,0,0,0,0,0,2,.000,.000,.000,.000,-100,0,0,0,0,0,0,1\
344,Neftali\'a0Feliz\\felizne01,26,TEX,AL,4,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,1\
345,Jose\'a0Fernandez\\fernajo02,21,MIA,NL,8,18,16,1,2,0,0,0,1,0,0,0,6,.125,.125,.125,.250,-29,2,0,0,2,0,0,/1\
346,Prince\'a0Fielder*\\fieldpr01,30,TEX,AL,42,178,150,19,37,8,0,3,16,0,0,25,24,.247,.360,.360,.720,102,54,5,2,0,1,11,3/D\
347,Josh\'a0Fields\\fieldjo03,28,HOU,AL,3,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,1\
348,Casey\'a0Fien\\fienca01,30,MIN,AL,6,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,1\
349,Mike\'a0Fiers\\fiersmi01,29,MIL,NL,14,26,19,0,1,0,0,0,0,0,0,0,11,.053,.053,.053,.105,-71,1,0,0,7,0,0,1\
350,Stephen\'a0Fife\\fifest01,27,LAD,NL,1,3,3,0,0,0,0,0,0,0,0,0,1,.000,.000,.000,.000,-100,0,0,0,0,0,0,/1\
351,Alfredo\'a0Figaro\\figaral01,29,MIL,NL,6,1,1,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000,-100,0,0,0,0,0,0,/1\
352,Chone\'a0Figgins#\\figgich01,36,LAD,NL,38,76,60,8,13,3,0,0,1,4,1,14,15,.217,.373,.267,.640,87,16,0,1,1,0,0,5/467\
353,Cole\'a0Figueroa*\\figueco01,27,TBR,AL,23,49,43,6,10,2,1,0,6,0,0,4,4,.233,.286,.326,.611,76,14,0,0,0,2,0,4/D\
354,Doug\'a0Fister*\\fistedo01,30,WSN,NL,24,62,52,3,4,1,0,0,0,0,0,1,21,.077,.094,.096,.190,-47,5,0,0,9,0,0,1\
355,Ryan\'a0Flaherty*\\flahery01,27,BAL,AL,102,312,281,33,62,15,1,7,32,1,0,22,68,.221,.288,.356,.644,80,100,3,5,3,1,2,546/379\
356,Yohan\'a0Flande*\\flandyo01,28,COL,NL,16,17,12,0,1,0,0,0,1,0,0,1,6,.083,.154,.083,.237,-35,1,0,0,4,0,0,1\
357,Wilmer\'a0Flores\\florewi01,22,NYM,NL,78,274,259,28,65,13,1,6,29,1,0,12,31,.251,.286,.378,.664,90,98,6,1,1,1,2,64/5\
358,Pedro\'a0Florimon#\\floripe01,27,MIN,AL,33,86,76,7,7,1,1,0,1,6,0,8,22,.092,.179,.132,.310,-11,10,2,0,2,0,0,6/D\
359,Tyler\'a0Flowers\\flowety01,28,CHW,AL,127,442,407,42,98,16,1,15,50,0,1,25,159,.241,.297,.396,.693,97,161,10,8,1,1,0,*2\
360,Gavin\'a0Floyd\\floydga01,31,ATL,NL,8,18,18,0,2,0,0,0,0,0,0,0,12,.111,.111,.111,.222,-37,2,0,0,0,0,0,/1\
361,Brian\'a0Flynn*\\flynnbr01,24,MIA,NL,2,2,2,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000,-100,0,0,0,0,0,0,/1\
362,Mike\'a0Foltynewicz\\foltymi01,22,HOU,AL,2,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,1\
363,Eric\'a0Fornataro\\fornaer01,26,STL,NL,8,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,/1\
364,Logan\'a0Forsythe\\forsylo01,27,TBR,AL,110,336,301,32,67,12,1,6,26,2,0,25,71,.223,.287,.329,.616,77,99,9,4,2,4,0,4D/5763\
365,Dexter\'a0Fowler#\\fowlede01,28,HOU,AL,116,505,434,61,120,21,4,8,35,11,4,66,108,.276,.375,.399,.774,120,173,6,3,1,1,2,*8/D\
366,Jeff\'a0Francis*\\francje01,33,TOT,MLB,3,2,2,0,0,0,0,0,0,0,0,0,2,.000,.000,.000,.000,-100,0,0,0,0,0,0,1\
367,Juan\'a0Francisco*\\francju02,27,TOR,AL,106,320,287,40,63,16,2,16,43,0,2,27,116,.220,.291,.456,.747,108,131,6,3,0,3,0,53D\
368,Maikel\'a0Franco\\francma02,21,PHI,NL,16,58,56,5,10,2,0,0,5,0,0,1,13,.179,.190,.214,.404,13,12,1,0,0,1,0,5/3\
369,Jeff\'a0Francoeur\\francje02,30,SDP,NL,10,28,24,2,2,0,0,0,1,0,0,3,7,.083,.179,.083,.262,-20,2,0,0,0,1,0,/9\
370,Kevin\'a0Frandsen\\frandke01,32,WSN,NL,105,236,220,17,57,8,0,1,17,0,0,6,26,.259,.299,.309,.608,69,68,7,7,2,1,0,754/3\
371,Nick\'a0Franklin#\\frankni01,23,TOT,AL,28,90,81,7,13,2,1,1,6,2,0,6,32,.160,.222,.247,.469,36,20,2,1,0,2,0,46/D95\
372,Jason\'a0Frasor\\frasoja01,36,TOT,AL,5,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,1\
373,Todd\'a0Frazier\\frazito01,28,CIN,NL,157,660,597,88,163,22,1,29,80,20,8,52,139,.273,.336,.459,.795,121,274,9,7,0,4,2,*53\
374,Freddie\'a0Freeman*\\freemfr01,24,ATL,NL,162,708,607,93,175,43,4,18,78,3,4,90,145,.288,.386,.461,.847,139,280,18,8,0,3,4,*3\
375,Sam\'a0Freeman\\freemsa01,27,STL,NL,41,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,1\
376,David\'a0Freese\\freesda01,31,LAA,AL,134,511,462,53,120,25,1,10,55,1,3,38,124,.260,.321,.383,.704,104,177,10,6,0,5,0,*5D\
377,Nate\'a0Freiman\\freimna01,27,OAK,AL,36,93,87,12,19,5,0,5,15,0,0,5,23,.218,.269,.448,.717,101,39,6,1,0,0,1,3/D\
378,Carlos\'a0Frias\\friasca01,24,LAD,NL,15,7,7,0,0,0,0,0,0,0,0,0,4,.000,.000,.000,.000,-100,0,0,0,0,0,0,1\
379,Christian\'a0Friedrich\\friedch01,26,COL,NL,16,5,5,0,1,0,0,0,0,0,0,0,2,.200,.200,.200,.400,6,1,0,0,0,0,0,1\
380,Ernesto\'a0Frieri\\frierer01,28,TOT,MLB,19,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,1\
381,Eric\'a0Fryer\\fryerer01,28,MIN,AL,28,81,75,11,16,4,0,1,5,1,0,5,15,.213,.272,.307,.578,63,23,0,1,0,0,0,2/D\
382,Kyuji\'a0Fujikawa*\\fujikky01,33,CHC,NL,14,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,1\
383,Sam\'a0Fuld*\\fuldsa01,32,TOT,AL,113,402,351,40,84,16,4,4,36,21,4,43,63,.239,.321,.342,.663,89,120,2,0,6,2,2,879\
384,Charlie\'a0Furbush*\\furbuch01,28,SEA,AL,6,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,1\
385,Rafael\'a0Furcal#\\furcara02,36,MIA,NL,9,37,35,4,6,0,1,0,2,0,0,2,7,.171,.216,.229,.445,25,8,1,0,0,0,0,/4\
386,Yovani\'a0Gallardo\\gallayo01,28,MIL,NL,31,60,54,1,6,1,0,0,1,0,0,1,18,.111,.127,.130,.257,-28,7,1,0,5,0,0,1\
387,Freddy\'a0Galvis#\\galvifr01,24,PHI,NL,43,128,119,14,21,3,1,4,12,1,0,8,30,.176,.227,.319,.546,51,38,0,0,0,1,0,65/4\
388,Frank\'a0Garces*\\garcefr01,24,SDP,NL,15,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,1\
389,Avisail\'a0Garcia\\garciav01,23,CHW,AL,46,190,172,19,42,8,0,7,29,4,1,14,44,.244,.305,.413,.718,105,71,5,2,0,2,1,9\
390,Greg\'a0Garcia*\\garcigr01,24,STL,NL,14,18,14,2,2,1,0,0,1,0,0,1,6,.143,.333,.214,.548,58,3,0,3,0,0,0,/46\
391,Jaime\'a0Garcia*\\garcija02,27,STL,NL,7,16,12,2,3,0,0,0,0,0,0,0,2,.250,.308,.250,.558,59,3,0,1,3,0,0,/1\
392,Leury\'a0Garcia#\\garcile02,23,CHW,AL,73,155,145,13,24,3,0,1,6,11,1,5,48,.166,.192,.207,.399,15,30,6,0,4,1,1,548/6D971\
393,Luis\'a0Garcia\\garcilu03,27,PHI,NL,11,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,1\
394,Yimi\'a0Garcia\\garciyi01,23,LAD,NL,8,1,1,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000,-100,0,0,0,0,0,0,/1\
395,Brett\'a0Gardner*\\gardnbr01,30,NYY,AL,148,636,555,87,142,25,8,17,58,21,5,56,134,.256,.327,.422,.749,111,234,3,6,13,6,0,*78/D9\
396,Matt\'a0Garza\\garzama01,30,MIL,NL,26,57,49,2,3,1,0,0,0,0,0,1,21,.061,.080,.082,.162,-55,4,0,0,7,0,0,1\
397,Evan\'a0Gattis\\gattiev01,27,ATL,NL,108,401,369,41,97,17,1,22,52,0,0,22,97,.263,.317,.493,.810,126,182,9,8,0,2,3,2/D\
398,Kevin\'a0Gausman*\\gausmke01,23,BAL,AL,2,3,3,0,0,0,0,0,0,0,0,0,2,.000,.000,.000,.000,-100,0,0,0,0,0,0,1\
399,Dillon\'a0Gee\\geedi01,28,NYM,NL,20,43,38,1,1,0,0,0,1,0,0,2,17,.026,.075,.026,.101,-69,1,0,0,3,0,0,1\
400,Scooter\'a0Gennett*\\gennesc01,24,MIL,NL,137,474,440,55,127,31,3,9,54,6,3,22,67,.289,.320,.434,.754,107,191,11,0,8,4,5,*4/9\
401,Craig\'a0Gentry\\gentrcr01,30,OAK,AL,94,258,232,38,59,6,1,0,12,20,2,17,44,.254,.319,.289,.608,76,67,2,5,2,0,2,897/D\
402,Gonzalez\'a0Germen\\germego01,26,NYM,NL,22,1,1,0,0,0,0,0,0,0,0,0,1,.000,.000,.000,.000,-100,0,0,0,0,0,0,1\
403,Chris\'a0Getz*\\getzch01,30,TOR,AL,10,28,25,1,4,1,0,0,0,2,0,1,4,.160,.222,.200,.422,21,5,1,1,1,0,0,4\
404,Jason\'a0Giambi*\\giambja01,43,CLE,AL,26,70,60,3,8,2,0,2,5,0,0,9,12,.133,.257,.267,.524,48,16,3,1,0,0,2,D\
405,Johnny\'a0Giavotella\\giavojo01,26,KCR,AL,12,41,37,8,8,1,0,1,5,0,1,1,5,.216,.268,.324,.593,65,12,1,2,0,1,0,4\
406,Kyle\'a0Gibson\\gibsoky01,26,MIN,AL,2,4,4,0,1,0,0,0,0,0,0,0,2,.250,.250,.250,.500,42,1,0,0,0,0,0,1\
407,Ken\'a0Giles\\gileske01,23,PHI,NL,42,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,1\
408,Conor\'a0Gillaspie*\\gillaco01,26,CHW,AL,130,506,464,50,131,31,5,7,57,0,4,36,78,.282,.336,.416,.752,115,193,5,3,0,3,4,*5\
409,Cole\'a0Gillespie\\gilleco01,30,TOT,AL,35,81,74,9,18,2,0,1,5,2,2,6,13,.243,.300,.311,.611,78,23,3,0,1,0,0,79/D8\
410,Chris\'a0Gimenez\\gimench01,31,TOT,AL,41,128,116,13,28,10,0,0,11,0,1,12,29,.241,.313,.328,.640,80,38,3,0,0,0,1,23/5D1\
411,Caleb\'a0Gindl*\\gindlca01,25,MIL,NL,8,23,19,0,3,0,0,0,0,0,0,4,5,.158,.304,.158,.462,33,3,0,0,0,0,0,/9\
412,Brad\'a0Glenn\\glennbr01,27,TOR,AL,6,16,15,0,1,0,0,0,0,0,0,1,5,.067,.125,.067,.192,-43,1,0,0,0,0,0,/9D\
413,Jake\'a0Goebbert*\\goebbja01,26,SDP,NL,51,115,101,12,22,1,3,1,10,2,1,12,32,.218,.313,.317,.630,84,32,0,2,0,0,3,3/7\
414,Erik\'a0Goeddel\\goedder01,25,NYM,NL,6,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,/1\
415,Ryan\'a0Goins*\\goinsry01,26,TOR,AL,67,193,181,14,34,6,3,1,15,0,1,5,42,.188,.209,.271,.479,35,49,4,0,6,1,0,46\
416,Paul\'a0Goldschmidt\\goldspa01,26,ARI,NL,109,479,406,75,122,39,1,19,69,9,3,64,110,.300,.396,.542,.938,158,220,10,2,0,3,10,*3\
417,Brandon\'a0Gomes\\gomesbr01,29,TBR,AL,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,1\
418,Jonny\'a0Gomes\\gomesjo01,33,TOT,AL,112,321,273,28,64,8,0,6,37,0,0,35,88,.234,.327,.330,.657,86,90,6,6,0,7,2,7D9\
419,Yan\'a0Gomes\\gomesya01,26,CLE,AL,135,518,485,61,135,25,3,21,74,0,0,24,120,.278,.313,.472,.785,117,229,13,3,0,6,3,*2/D\
420,Carlos\'a0Gomez\\gomezca01,28,MIL,NL,148,644,574,95,163,34,4,23,73,34,12,47,141,.284,.356,.477,.833,129,274,10,19,1,3,0,*8/D\
421,Hector\'a0Gomez\\gomezhe01,26,MIL,NL,15,21,20,2,3,1,0,0,1,0,0,1,9,.150,.190,.200,.390,9,4,0,0,0,0,0,/654\
422,Jeanmar\'a0Gomez\\gomezje01,26,PIT,NL,41,2,1,0,1,0,0,0,0,0,0,0,0,1.000,1.000,1.000,2.000,467,1,0,0,1,0,0,1\
423,Marco\'a0Gonzales*\\gonzama02,22,STL,NL,10,12,10,1,3,2,0,0,0,0,0,0,2,.300,.300,.500,.800,120,5,0,0,2,0,0,1\
424,Adrian\'a0Gonzalez*\\gonzaad01,32,LAD,NL,159,660,591,83,163,41,0,27,116,1,1,56,112,.276,.335,.482,.817,130,285,13,2,0,11,9,*3/D\
425,Alex\'a0Gonzalez\\gonzaal02,37,DET,AL,9,32,30,4,5,0,1,0,2,0,0,2,4,.167,.219,.233,.452,28,7,2,0,0,0,0,/65\
426,Carlos\'a0Gonzalez*\\gonzaca01,28,COL,NL,70,281,260,35,62,15,1,11,38,3,0,19,70,.238,.292,.431,.723,88,112,7,1,0,1,2,79/D\
427,Gio\'a0Gonzalez\\gonzagi01,28,WSN,NL,24,52,46,3,4,1,0,1,2,0,0,0,26,.087,.087,.174,.261,-30,8,0,0,6,0,0,1\
428,Marwin\'a0Gonzalez#\\gonzama01,25,HOU,AL,103,310,285,33,79,15,1,6,23,2,4,17,58,.277,.327,.400,.727,105,114,6,4,4,0,0,645/7D39\
429,Miguel\'a0Gonzalez\\gonzami03,30,BAL,AL,2,5,5,0,0,0,0,0,0,0,0,0,2,.000,.000,.000,.000,-100,0,0,0,0,0,0,1\
430,Miguel\'a0Gonzalez\\gonzami05,30,PHI,NL,5,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,/1\
431,Alex\'a0Gordon*\\gordoal01,30,KCR,AL,156,643,563,87,150,34,1,19,74,12,3,65,126,.266,.351,.432,.783,118,243,11,11,0,4,5,*7\
432,Dee\'a0Gordon*\\gordode01,26,LAD,NL,148,650,609,92,176,24,12,2,34,64,19,31,107,.289,.326,.378,.704,101,230,3,4,3,3,0,*4\
433,Terrance\'a0Gore\\gorete01,23,KCR,AL,11,2,1,5,0,0,0,0,0,5,0,0,0,.000,.500,.000,.500,56,0,0,1,0,0,0,/D7\
434,Tom\'a0Gorzelanny\\gorzeto01,31,MIL,NL,23,1,1,0,0,0,0,0,0,0,0,0,1,.000,.000,.000,.000,-100,0,0,0,0,0,0,1\
435,Anthony\'a0Gose*\\gosean01,23,TOR,AL,94,274,239,31,54,8,1,2,13,15,5,25,74,.226,.311,.293,.604,73,70,9,5,4,1,0,897/D\
436,Tuffy\'a0Gosewisch\\gosewtu01,30,ARI,NL,41,132,129,6,29,8,0,1,7,0,0,3,24,.225,.242,.310,.553,53,40,6,0,0,0,0,2\
437,Philip\'a0Gosselin\\gosseph01,25,ATL,NL,46,136,128,17,34,4,0,1,3,2,2,5,27,.266,.304,.320,.624,77,41,1,2,1,0,0,4/567\
438,Yasmani\'a0Grandal#\\grandya01,25,SDP,NL,128,443,377,47,85,19,1,15,49,3,0,58,115,.225,.327,.401,.728,111,151,7,2,0,6,1,23/D\
439,Curtis\'a0Granderson*\\grandcu01,33,NYM,NL,155,654,564,73,128,27,2,20,66,8,2,79,141,.227,.326,.388,.714,105,219,1,6,0,5,1,*987\
440,Sonny\'a0Gray\\grayso01,24,OAK,AL,2,4,2,0,0,0,0,0,0,0,0,0,1,.000,.000,.000,.000,-100,0,0,0,2,0,0,1\
441,Grant\'a0Green\\greengr01,26,LAA,AL,43,103,99,7,27,5,0,1,11,1,4,2,20,.273,.282,.354,.635,83,35,3,0,0,2,0,74/5D36\
442,Nick\'a0Greenwood\\greenni02,26,STL,NL,18,6,5,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000,-100,0,0,0,1,0,0,1\
443,Luke\'a0Gregerson*\\gregelu01,30,OAK,AL,3,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,1\
444,Kevin\'a0Gregg\\greggke01,36,MIA,NL,12,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,1\
445,Didi\'a0Gregorius*\\gregodi01,24,ARI,NL,80,299,270,35,61,9,5,6,27,3,0,22,52,.226,.290,.363,.653,81,98,1,3,2,2,3,64/5\
446,Zack\'a0Greinke\\greinza01,30,LAD,NL,29,69,60,5,12,6,0,1,3,0,0,5,11,.200,.262,.350,.612,73,21,0,0,4,0,0,1\
447,Randal\'a0Grichuk\\grichra01,22,STL,NL,47,116,110,11,27,6,1,3,8,0,2,5,31,.245,.278,.400,.678,88,44,4,0,1,0,0,9/87\
448,Jason\'a0Grilli\\grillja01,37,TOT,MLB,22,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,1\
449,Justin\'a0Grimm\\grimmju01,25,CHC,NL,69,2,2,0,0,0,0,0,0,0,0,0,2,.000,.000,.000,.000,-100,0,0,0,0,0,0,1\
450,Robbie\'a0Grossman#\\grossro01,24,HOU,AL,103,422,360,42,84,14,2,6,37,9,3,55,105,.233,.337,.333,.670,91,120,7,2,3,2,1,79/8D\
451,Javy\'a0Guerra\\guerrja01,28,CHW,AL,2,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,1\
452,Alex\'a0Guerrero\\guerral01,27,LAD,NL,11,13,13,0,1,0,0,0,0,0,0,0,6,.077,.077,.077,.154,-56,1,0,0,0,0,0,/7\
453,Matt\'a0Guerrier\\guerrma02,35,MIN,AL,6,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,1\
454,Preston\'a0Guilmet\\guilmpr01,26,BAL,AL,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,1\
455,Jeremy\'a0Guthrie\\guthrje01,35,KCR,AL,3,7,5,0,0,0,0,0,0,0,0,0,1,.000,.167,.000,.167,-48,0,0,1,1,0,0,1\
456,J.C.\'a0Gutierrez\\gutieju01,30,SFG,NL,57,1,1,0,0,0,0,0,0,0,0,0,1,.000,.000,.000,.000,-100,0,0,0,0,0,0,1\
457,Brandon\'a0Guyer\\guyerbr01,28,TBR,AL,97,294,259,37,69,15,1,3,26,6,1,16,52,.266,.334,.367,.701,102,95,3,11,7,1,0,78/D9\
458,Jesus\'a0Guzman\\guzmaje01,30,HOU,AL,69,184,165,10,31,4,0,2,9,3,0,19,52,.188,.272,.248,.520,49,41,4,0,0,0,0,3/7D5\
459,Tony\'a0Gwynn*\\gwynnto02,31,PHI,NL,80,127,105,14,16,2,1,0,3,3,0,15,23,.152,.264,.190,.455,30,20,0,1,6,0,1,87/9\
460,Jedd\'a0Gyorko\\gyorkje01,25,SDP,NL,111,443,400,37,84,17,1,10,51,3,2,36,100,.210,.280,.333,.612,78,133,8,4,0,3,1,*4\
461,Nick\'a0Hagadone*\\hagadni01,28,CLE,AL,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,1\
462,Bradin\'a0Hagens\\hagenbr01,25,ARI,NL,2,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,/1\
463,Matt\'a0Hague\\haguema01,28,PIT,NL,3,2,2,0,0,0,0,0,0,0,0,0,1,.000,.000,.000,.000,-100,0,1,0,0,0,0,\
464,Jesse\'a0Hahn\\hahnje01,24,SDP,NL,14,24,22,1,2,0,0,0,1,0,0,0,12,.091,.091,.091,.182,-47,2,0,0,2,0,0,1\
465,Scott\'a0Hairston\\hairssc01,34,WSN,NL,61,87,77,6,16,4,0,1,8,0,0,4,26,.208,.253,.299,.552,52,23,2,2,0,4,0,7/D9\
466,David\'a0Hale\\haleda02,26,ATL,NL,43,19,17,1,1,0,0,0,1,0,0,0,8,.059,.056,.059,.114,-68,1,0,0,1,1,0,1\
467,Cole\'a0Hamels*\\hamelco01,30,PHI,NL,30,69,62,1,13,2,0,0,0,0,0,0,28,.210,.210,.242,.452,26,15,0,0,7,0,0,1\
468,Billy\'a0Hamilton#\\hamilbi02,23,CIN,NL,152,611,563,72,141,25,8,6,48,56,23,34,117,.250,.292,.355,.648,81,200,1,1,9,4,0,*8/D\
469,Josh\'a0Hamilton*\\hamiljo03,33,LAA,AL,89,381,338,43,89,21,0,10,44,3,3,32,108,.263,.331,.414,.745,115,140,2,5,0,6,5,7D/8\
470,Jason\'a0Hammel\\hammeja01,31,TOT,MLB,19,43,37,2,5,0,0,0,3,0,0,1,14,.135,.158,.135,.293,-17,5,1,0,5,0,0,1\
471,Brad\'a0Hand*\\handbr01,24,MIA,NL,31,31,27,0,1,0,0,0,1,0,0,0,7,.037,.037,.037,.074,-79,1,0,0,4,0,0,1\
472,Ryan\'a0Hanigan\\hanigry01,33,TBR,AL,84,263,225,18,49,9,0,5,34,1,0,31,39,.218,.318,.324,.642,86,73,6,3,2,2,0,2/D\
473,Jack\'a0Hannahan*\\hannaja01,34,CIN,NL,26,50,48,3,9,3,0,0,2,0,0,2,17,.188,.220,.250,.470,32,12,2,0,0,0,0,3/D\
474,J.A.\'a0Happ*\\happja01,31,TOR,AL,3,4,4,0,0,0,0,0,0,0,0,0,4,.000,.000,.000,.000,-100,0,0,0,0,0,0,1\
475,Aaron\'a0Harang\\haranaa01,36,ATL,NL,32,71,61,2,5,0,0,0,1,0,0,1,29,.082,.097,.082,.179,-49,5,2,0,9,0,0,1\
476,Blaine\'a0Hardy*\\hardybl01,27,DET,AL,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,1\
477,J.J.\'a0Hardy\\hardyjj01,31,BAL,AL,141,569,529,56,142,28,0,9,52,0,0,29,104,.268,.309,.372,.682,90,197,12,4,3,4,1,*6\
478,Dan\'a0Haren\\harenda01,33,LAD,NL,29,60,54,2,10,1,0,0,5,0,0,3,20,.185,.228,.204,.432,25,11,1,0,3,0,0,1\
479,Bryce\'a0Harper*\\harpebr03,21,WSN,NL,100,395,352,41,96,10,2,13,32,2,2,38,104,.273,.344,.423,.768,111,149,6,1,3,1,4,79/8\
480,Will\'a0Harris\\harriwi10,29,ARI,NL,27,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,1\
481,Josh\'a0Harrison\\harrijo05,26,PIT,NL,143,550,520,77,164,38,7,13,52,18,7,22,81,.315,.347,.490,.837,133,255,6,4,2,2,1,5794/6\
482,Corey\'a0Hart\\hartco01,32,SEA,AL,68,255,232,17,47,9,0,6,21,2,0,16,59,.203,.271,.319,.590,71,74,1,6,0,1,1,D/937\
483,Alex\'a0Hassan\\hassaal01,26,BOS,AL,3,9,8,1,1,0,0,0,0,0,0,1,5,.125,.222,.125,.347,0,1,0,0,0,0,0,/9D\
484,Chris\'a0Hatcher#\\hatchch02,29,MIA,NL,47,1,1,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000,-100,0,0,0,0,0,0,1\
485,LaTroy\'a0Hawkins\\hawkila01,41,COL,NL,54,1,1,0,0,0,0,0,0,0,0,0,1,.000,.000,.000,.000,-100,0,0,0,0,0,0,1\
486,Brett\'a0Hayes\\hayesbr01,30,KCR,AL,27,53,52,3,7,1,0,1,2,0,0,1,12,.135,.151,.212,.362,0,11,1,0,0,0,0,2\
487,Chase\'a0Headley#\\headlch01,30,TOT,MLB,135,531,470,55,114,20,1,13,49,7,3,51,122,.243,.328,.372,.700,102,175,17,9,0,1,1,*5/3D\
488,Andrew\'a0Heaney*\\heanean01,23,MIA,NL,7,9,8,0,1,0,0,0,0,0,0,0,2,.125,.125,.125,.250,-29,1,0,0,1,0,0,/1\
