Rk,Name,Age,Tm,G,PA,Rbat,Rbaser,Rdp,Rfield,Rpos,RAA,WAA,Rrep,RAR,WAR,waaWL%,162WL%,oWAR,dWAR,oRAR,Salary,Acquired,Pos
1,Alex\'a0Rodriguez\\rodrial01,35,NYY,99,428,10,1,-2,13,1,23,2.4,16,38,3.9,.524,.515,2.6,1.5,25,$32000000,Free Agency,5D\
2,Vernon\'a0Wells\\wellsve01,32,LAA,131,529,-8,1,1,-11,-6,-23,-2.4,20,-3,-0.5,.482,.485,0.7,-1.7,8,$26187500,Traded,*789/D\
3,CC\'a0Sabathia*\\sabatc.01,30,NYY,33,3,-1,0,0,0,1,0,0.0,0,0,0.0,.499,.500,0.0,0.0,0,$24285714,Free Agency,1\
4,Mark\'a0Teixeira#\\teixema01,31,NYY,156,684,16,0,0,3,-9,9,1.0,25,34,3.4,.506,.506,3.1,-0.7,31,$23125000,Free Agency,*3/D\
5,Joe\'a0Mauer*\\mauerjo01,28,MIN,82,333,1,0,-1,1,1,2,0.3,12,15,1.5,.503,.502,1.4,0.2,14,$23000000,Amateur Draft,23D/9\
6,Todd\'a0Helton*\\heltoto01,37,COL,124,491,9,0,-1,7,-6,9,1.0,15,24,2.5,.508,.506,1.6,0.1,17,$20275000,Amateur Draft,*3\
7,Miguel\'a0Cabrera\\cabremi01,28,DET,161,688,64,0,-3,-3,-10,49,5.1,25,74,7.5,.531,.531,7.9,-1.3,77,$20000000,Traded,*3/D\
8,Roy\'a0Halladay\\hallaro01,34,PHI,32,92,-13,0,0,0,12,-2,-0.2,0,-2,-0.2,.494,.499,-0.2,0.0,-2,$20000000,Traded,1\
9,Ryan\'a0Howard*\\howarry01,31,PHI,152,644,18,-4,1,-13,-9,-7,-0.8,20,13,1.2,.495,.495,2.5,-2.4,26,$20000000,Amateur Draft,*3/D\
10,Carlos\'a0Beltran#\\beltrca01,34,2TM,142,598,37,0,-2,-3,-6,26,2.8,19,45,4.6,.520,.511,4.9,-1.0,48,$19325436,Free Agency,9/D\
11,Carlos\'a0Lee\\leeca01,35,HOU,155,653,16,-4,0,14,-9,18,2.0,20,38,4.0,.513,.512,2.3,0.6,24,$19000000,Free Agency,73/D\
12,Alfonso\'a0Soriano\\soriaal01,35,CHC,137,508,1,-1,-1,-9,-5,-16,-1.8,16,0,-0.2,.487,.489,0.7,-1.5,9,$19000000,Free Agency,*7/D\
13,Carlos\'a0Zambrano#\\zambrca01,30,CHC,25,48,1,0,0,0,6,8,0.8,0,8,0.8,.532,.505,0.8,0.0,8,$18875000,Amateur Free Agent,1\
14,Torii\'a0Hunter\\hunteto01,35,LAA,156,649,16,-2,-4,9,-8,13,1.4,24,37,3.8,.509,.508,2.9,0.2,28,$18500000,Free Agency,*9D/8\
15,Barry\'a0Zito*\\zitoba01,33,SFG,13,14,-3,0,0,0,2,-1,-0.2,0,-1,-0.2,.489,.499,-0.2,0.0,-1,$18500000,Free Agency,1\
16,Jason\'a0Bay\\bayja01,32,NYM,123,509,0,1,1,-3,-5,-6,-0.7,16,10,0.9,.495,.496,1.1,-0.9,13,$18125000,Free Agency,*7\
17,Ichiro\'a0Suzuki*\\suzukic01,37,SEA,161,721,-13,3,3,-3,-7,-18,-1.8,25,8,0.6,.488,.488,1.0,-1.1,11,$18000000,Purchased,*9D\
18,Josh\'a0Beckett\\beckejo02,31,BOS,30,5,-1,0,0,0,1,-1,-0.1,0,-1,-0.1,.498,.500,-0.1,0.0,-1,$17000000,Traded,1\
19,A.J.\'a0Burnett\\burnea.01,34,NYY,34,3,-1,0,0,0,1,0,0.0,0,0,0.0,.499,.500,0.0,0.0,0,$16500000,Free Agency,1\
20,Matt\'a0Holliday\\hollima01,31,STL,124,516,30,1,-3,-1,-5,22,2.3,16,38,3.9,.519,.514,4.0,-0.7,39,$16317774,Free Agency,*7/D\
21,Michael\'a0Young\\youngmi02,34,TEX,159,689,20,1,-1,-12,-8,-1,0.0,25,25,2.4,.500,.500,3.7,-2.0,37,$16174974,Traded,D534/6\
22,Roy\'a0Oswalt\\oswalro01,33,PHI,24,49,-8,-1,0,0,6,-2,-0.2,0,-2,-0.2,.492,.499,-0.2,0.0,-2,$16000000,Traded,1\
23,Jake\'a0Peavy\\peavyja01,30,CHW,19,2,0,0,0,0,0,0,0.0,0,0,0.0,.502,.500,0.0,0.0,0,$16000000,Traded,1\
24,John\'a0Lackey\\lackejo01,32,BOS,28,3,0,0,0,0,1,1,0.1,0,1,0.1,.503,.500,0.1,0.0,1,$15950000,Free Agency,1\
25,Prince\'a0Fielder*\\fieldpr01,27,MIL,162,692,47,-5,0,-9,-10,23,2.5,21,45,4.6,.515,.515,5.5,-2.1,54,$15500000,Amateur Draft,*3/D\
26,Chase\'a0Utley*\\utleych01,32,PHI,103,454,5,5,3,7,2,23,2.5,14,36,3.8,.524,.515,3.0,1.0,29,$15285714,Amateur Draft,4\
27,Derek\'a0Lowe\\lowede01,38,ATL,34,65,-4,0,0,0,8,5,0.5,0,5,0.5,.515,.503,0.5,0.0,5,$15000000,Free Agency,1\
28,Justin\'a0Morneau*\\morneju01,30,MIN,69,288,-12,0,0,-3,-5,-21,-2.2,11,-10,-1.1,.468,.486,-0.8,-0.8,-7,$15000000,Amateur Draft,3D\
29,Mariano\'a0Rivera\\riverma01,41,NYY,64,0,0,0,0,0,0,0,0.0,0,0,0.0,.501,.500,0.0,0.0,0,$14911700,Free Agency,1\
30,Carl\'a0Crawford*\\crawfca02,29,BOS,130,539,-12,0,2,-2,-5,-18,-1.8,20,3,0.1,.486,.489,0.4,-0.8,5,$14857142,Free Agency,*7/D\
31,Derek\'a0Jeter\\jeterde01,37,NYY,131,607,2,-1,0,-15,5,-9,-0.9,21,12,1.1,.493,.494,2.7,-1.0,27,$14729364,Free Agency,*6D\
32,Aramis\'a0Ramirez\\ramirar01,33,CHC,149,626,26,-3,-1,-18,2,7,0.8,20,27,2.7,.505,.505,4.6,-1.7,45,$14600000,Free Agency,*5/D\
33,Albert\'a0Pujols\\pujolal01,31,STL,147,651,34,1,-4,9,-8,31,3.4,19,50,5.3,.523,.521,4.2,0.1,41,$14508395,Amateur Draft,*3/5\
34,Kosuke\'a0Fukudome*\\fukudko01,34,2TM,146,603,-1,-4,0,-3,-5,-13,-1.3,20,7,0.6,.491,.497,0.9,-0.8,10,$14500000,Free Agency,9/8D\
35,Chris\'a0Carpenter\\carpech01,36,STL,34,82,-10,0,0,0,11,0,0.0,0,0,0.0,.501,.500,0.0,0.0,0,$14259403,Free Agency,1\
36,David\'a0Wright\\wrighda03,28,NYM,102,447,9,1,1,-6,2,6,0.7,14,20,2.0,.507,.504,2.6,-0.5,26,$14250000,Amateur Draft,5/6\
37,Adrian\'a0Beltre\\beltrad01,32,TEX,124,525,23,0,0,13,1,38,4.0,20,57,5.8,.532,.524,4.5,1.5,44,$14000000,Free Agency,*5D\
38,Mark\'a0Buehrle*\\buehrma01,32,CHW,31,2,0,0,0,0,0,1,0.1,0,1,0.1,.502,.500,0.1,0.0,1,$14000000,Amateur Draft,1\
39,J.D.\'a0Drew*\\drewj.01,35,BOS,81,286,-11,-3,1,-2,-3,-18,-1.9,11,-7,-0.9,.477,.488,-0.6,-0.5,-5,$14000000,Free Agency,9\
40,Chipper\'a0Jones#\\jonesch06,39,ATL,126,512,12,-2,1,-3,2,9,1.0,16,25,2.6,.508,.506,2.8,-0.1,28,$14000000,Amateur Draft,*5/D\
41,Tim\'a0Lincecum*\\linceti01,27,SFG,33,72,-12,0,1,0,9,-2,-0.3,0,-2,-0.3,.492,.498,-0.3,0.0,-2,$14000000,Amateur Draft,1\
42,Aaron\'a0Rowand\\rowanaa01,33,SFG,108,351,-6,1,-1,2,-1,-5,-0.6,11,6,0.5,.495,.497,0.2,0.1,4,$13600000,Free Agency,87/9D\
43,Ryan\'a0Dempster\\dempsry01,34,CHC,35,70,-13,0,0,0,9,-5,-0.5,0,-5,-0.5,.485,.497,-0.5,0.0,-5,$13500000,Free Agency,1\
44,Zack\'a0Greinke\\greinza01,27,MIL,29,59,-7,0,0,0,8,1,0.1,0,1,0.1,.503,.501,0.1,0.0,1,$13500000,Traded,1\
45,Jorge\'a0Posada#\\posadjo01,39,NYY,115,387,-3,-4,-2,1,-9,-17,-1.8,15,-2,-0.4,.484,.489,-0.5,-0.9,-3,$13100000,Free Agency,D3/42\
46,Milton\'a0Bradley#\\bradlmi01,33,SEA,28,115,1,1,0,-6,-1,-5,-0.5,4,-1,-0.1,.482,.497,0.6,-0.7,5,$13000000,Traded,7/D\
47,Rafael\'a0Furcal#\\furcara02,33,2TM,87,369,-7,1,1,-5,4,-5,-0.6,11,6,0.5,.493,.499,1.0,-0.1,11,$13000000,Free Agency,6\
48,Travis\'a0Hafner*\\hafnetr01,34,CLE,94,368,12,-2,0,0,-8,2,0.3,14,16,1.6,.502,.501,1.6,-0.9,16,$13000000,Traded,D\
49,Carlos\'a0Guillen#\\guillca01,35,DET,28,102,-4,0,0,-1,0,-5,-0.5,4,-1,-0.2,.481,.497,-0.1,-0.1,0,$12922231,Traded,4/3D\
50,Justin\'a0Verlander\\verlaju01,28,DET,34,4,-1,0,0,0,1,0,0.0,0,0,0.0,.499,.500,0.0,0.0,0,$12850000,Amateur Draft,1\
51,Dan\'a0Haren\\harenda01,30,LAA,35,4,0,0,0,0,1,1,0.1,0,1,0.1,.502,.500,0.1,0.0,1,$12750000,Traded,1\
52,David\'a0Ortiz*\\ortizda01,35,BOS,146,605,37,-4,-4,0,-13,16,1.8,23,39,3.9,.512,.510,4.0,-1.4,39,$12500000,Free Agency,*D/3\
53,Alex\'a0Rios\\riosal01,30,CHW,145,570,-30,2,-4,-9,3,-38,-4.0,21,-17,-1.9,.472,.475,-0.9,-0.6,-8,$12500000,Waivers,*8/D\
54,Kevin\'a0Youkilis\\youklke01,32,BOS,120,517,17,1,-1,1,1,20,2.1,19,39,3.9,.517,.513,3.9,0.3,38,$12250000,Amateur Draft,*5/3D\
55,Kyle\'a0Lohse\\lohseky01,32,STL,35,70,-8,0,0,0,9,1,0.1,0,1,0.1,.501,.500,0.0,0.0,1,$12187500,Free Agency,1\
56,Raul\'a0Ibanez*\\ibanera01,39,PHI,144,575,-5,-2,1,-23,-6,-35,-3.8,18,-17,-2.0,.474,.477,0.4,-3.1,6,$12166666,Free Agency,*7/D\
57,Francisco\'a0Rodriguez\\rodrifr03,29,2TM,73,2,0,0,0,0,1,1,0.1,0,1,0.1,.501,.500,0.1,0.0,1,$12166666,Traded,1\
58,Francisco\'a0Cordero\\cordefr01,36,CIN,68,0,0,0,0,0,0,0,0.0,0,0,0.0,.501,.500,0.0,0.0,0,$12125000,Free Agency,1\
59,Adam\'a0Dunn*\\dunnad01,31,CHW,122,496,-27,-3,-1,-3,-10,-44,-4.7,19,-26,-2.9,.461,.471,-2.6,-1.3,-23,$12000000,Free Agency,D3/9\
60,Scott\'a0Kazmir*\\kazmisc01,27,LAA,1,0,0,0,0,0,0,0,0.0,0,0,0.0,.500,.500,0.0,0.0,0,$12000000,Traded,/1\
61,Paul\'a0Konerko\\konerpa01,35,CHW,149,639,26,-6,-2,-4,-10,5,0.6,24,29,2.9,.504,.503,3.3,-1.5,33,$12000000,Free Agency,*3D\
62,Brad\'a0Lidge\\lidgebr01,34,PHI,25,0,0,0,0,0,0,0,0.0,0,0,0.0,.501,.500,0.0,0.0,0,$12000000,Traded,1\
63,Victor\'a0Martinez#\\martivi01,32,DET,145,595,24,-3,-2,-1,-9,9,1.0,22,31,3.2,.507,.506,3.3,-1.1,32,$12000000,Free Agency,*D2/3\
64,Jonathan\'a0Papelbon\\papeljo01,30,BOS,63,0,0,0,0,0,0,0,0.0,0,0,0.0,.501,.500,0.0,0.0,0,$12000000,Amateur Draft,1\
65,Hiroki\'a0Kuroda\\kurodhi01,36,LAD,32,71,-10,0,0,0,9,-1,-0.1,0,-1,-0.1,.497,.499,-0.1,0.0,-1,$11765724,Free Agency,1\
66,Felix\'a0Hernandez\\hernafe02,25,SEA,33,7,-1,0,0,0,1,0,0.0,0,0,0.0,.500,.500,0.0,0.0,0,$11700000,Amateur Free Agent,1\
67,Brandon\'a0Phillips\\phillbr01,30,CIN,150,675,15,2,-1,6,4,26,2.8,20,46,4.7,.519,.517,4.0,1.1,40,$11437500,Traded,*4\
68,Joe\'a0Nathan\\nathajo01,36,MIN,48,0,0,0,0,0,0,0,0.0,0,0,0.0,.501,.500,0.0,0.0,0,$11250000,Traded,1\
69,Cliff\'a0Lee*\\leecl02,32,PHI,35,82,-5,0,0,0,11,5,0.6,0,5,0.6,.516,.503,0.5,0.0,5,$11000000,Free Agency,1\
70,Hanley\'a0Ramirez\\ramirha01,27,FLA,92,385,-2,1,0,-13,4,-9,-1.0,12,3,0.2,.489,.494,1.5,-1.0,16,$11000000,Traded,6/D\
71,Jose\'a0Reyes#\\reyesjo01,28,NYM,126,586,28,6,2,-13,6,29,3.1,17,46,4.7,.525,.519,6.0,-0.7,59,$11000000,Amateur Free Agent,*6\
72,Nick\'a0Markakis*\\markani01,27,BAL,160,716,4,1,-1,3,-7,0,0.1,25,25,2.5,.500,.500,2.2,-0.4,22,$10600000,Amateur Draft,*9/3D\
73,Jayson\'a0Werth\\werthja01,32,WSN,150,649,0,3,0,-3,-5,-6,-0.6,20,14,1.3,.496,.496,1.5,-0.9,17,$10571428,Free Agency,*98\
74,Joe\'a0Blanton\\blantjo01,30,PHI,11,12,-1,-1,0,0,2,0,0.0,0,0,0.0,.503,.500,0.0,0.0,0,$10500000,Traded,1\
75,Michael\'a0Cuddyer\\cuddymi01,32,MIN,139,584,19,2,-1,-16,-6,-3,-0.2,22,19,1.9,.498,.498,3.6,-2.3,35,$10500000,Amateur Draft,934/D1\
76,Daisuke\'a0Matsuzaka\\matsuda01,30,BOS,8,0,0,0,0,0,0,0,0.0,0,0,0.0,.501,.500,0.0,0.0,0,$10333333,Purchased,/1\
77,Robinson\'a0Cano*\\canoro01,28,NYY,159,681,25,1,0,1,3,31,3.3,25,56,5.7,.520,.520,5.7,0.5,55,$10000000,Amateur Free Agent,*4/D\
78,Jorge\'a0De\'a0La\'a0Rosa*\\rosajo01,30,COL,10,23,-2,0,0,0,3,1,0.1,0,1,0.1,.506,.500,0.1,0.0,1,$10000000,Free Agency,1\
79,Aubrey\'a0Huff*\\huffau01,34,SFG,150,579,-2,-3,1,-6,-8,-19,-2.1,18,-1,-0.3,.486,.487,0.2,-1.6,5,$10000000,Free Agency,*39/7D\
80,Magglio\'a0Ordonez\\ordonma01,37,DET,92,357,-13,-1,1,-9,-5,-27,-2.8,13,-14,-1.5,.469,.482,-0.6,-1.4,-5,$10000000,Free Agency,9D\
81,Brian\'a0Roberts#\\roberbr01,33,BAL,39,178,-9,2,0,1,1,-5,-0.5,6,1,0.1,.486,.497,0.0,0.2,0,$10000000,Amateur Draft,4\
82,Rafael\'a0Soriano\\soriara01,31,NYY,42,0,0,0,0,0,0,0,0.0,0,0,0.0,.501,.500,0.0,0.0,0,$10000000,Free Agency,1\
83,Carlos\'a0Pena*\\penaca01,33,CHC,153,606,14,0,1,-1,-8,6,0.6,19,25,2.5,.504,.504,2.5,-1.0,25,$9959996,Free Agency,*3\
84,Aaron\'a0Cook\\cookaa01,32,COL,23,35,-5,0,0,0,5,-1,-0.1,0,-1,-0.1,.496,.499,-0.1,0.0,-1,$9875000,Amateur Draft,1\
85,Andre\'a0Ethier*\\ethiean01,29,LAD,135,551,11,-5,2,4,-5,7,0.7,17,24,2.4,.506,.505,1.9,-0.2,20,$9500000,Traded,*9/D\
86,Chone\'a0Figgins#\\figgich01,33,SEA,81,313,-18,-2,0,-1,1,-20,-2.1,12,-8,-0.9,.474,.487,-0.8,0.0,-7,$9500000,Free Agency,5/7\
87,Cole\'a0Hamels*\\hamelco01,27,PHI,33,75,-9,-1,0,0,10,0,0.0,0,0,0.0,.499,.500,-0.1,0.0,0,$9500000,Amateur Draft,1\
88,Randy\'a0Wolf*\\wolfra02,34,MIL,33,66,-8,0,0,0,9,0,0.0,0,0,0.0,.500,.500,0.0,0.0,0,$9500000,Free Agency,1\
89,Dan\'a0Uggla\\ugglada01,31,ATL,161,672,6,1,0,-13,4,-2,-0.2,21,19,1.8,.499,.499,3.2,-1.0,32,$9146942,Traded,*4\
90,Nick\'a0Swisher#\\swishni01,30,NYY,150,635,14,-2,-2,-6,-7,-3,-0.3,24,21,2.0,.498,.498,2.7,-1.4,27,$9100000,Traded,*93/D\
91,Ryan\'a0Zimmerman\\zimmery01,26,WSN,101,440,9,1,-2,-5,2,5,0.6,13,19,1.9,.506,.503,2.3,-0.4,24,$9025000,Amateur Draft,5/D\
92,Bobby\'a0Abreu*\\abreubo01,37,LAA,142,585,6,1,2,-3,-11,-6,-0.5,22,17,1.6,.496,.496,2.0,-1.5,19,$9000000,Free Agency,D79\
93,Tim\'a0Hudson\\hudsoti01,35,ATL,33,80,-11,0,0,0,10,-1,-0.1,0,-1,-0.1,.498,.499,-0.1,0.0,-1,$9000000,Traded,1\
94,Josh\'a0Hamilton*\\hamiljo03,30,TEX,121,538,17,1,1,2,-4,17,1.9,19,37,3.7,.515,.511,3.5,-0.2,35,$8750000,Traded,*78/D\
95,Edwin\'a0Jackson\\jacksed01,27,2TM,32,34,-2,0,0,0,4,2,0.2,0,2,0.2,.506,.500,0.2,0.0,2,$8750000,Traded,1\
96,Juan\'a0Pierre*\\pierrju01,33,CHW,158,711,-19,1,4,-11,-7,-32,-3.3,25,-7,-0.9,.479,.479,0.3,-1.8,4,$8500000,Traded,*7/D\
97,Jimmy\'a0Rollins#\\rolliji01,32,PHI,142,631,4,4,0,-7,7,7,0.8,19,26,2.6,.505,.505,3.3,0.0,33,$8500000,Free Agency,*6/D\
98,Curtis\'a0Granderson*\\grandcu01,30,NYY,156,691,32,3,-1,-6,3,32,3.3,25,56,5.7,.521,.520,6.3,-0.3,62,$8250000,Traded,*8/D\
99,Ted\'a0Lilly*\\lillyte01,35,LAD,34,63,-12,-1,0,0,8,-4,-0.5,0,-4,-0.5,.486,.497,-0.5,0.0,-4,$8166666,Traded,1\
100,Scott\'a0Rolen\\rolensc01,36,CIN,65,269,-5,0,0,10,1,7,0.8,8,15,1.6,.512,.505,0.4,1.2,5,$8166666,Traded,5\
101,Jose\'a0Bautista\\bautijo02,30,TOR,149,655,63,1,0,-2,-5,57,5.8,24,80,8.1,.539,.535,8.3,-0.7,82,$8000000,Traded,*95/D\
102,Lance\'a0Berkman#\\berkmla01,35,STL,145,587,41,-2,0,-17,-7,16,1.7,18,34,3.5,.512,.511,5.3,-2.6,51,$8000000,Free Agency,*937/D\
103,Brett\'a0Myers\\myersbr01,30,HOU,34,71,-8,-1,0,0,9,0,0.0,0,0,0.0,.501,.500,0.0,0.0,0,$8000000,Free Agency,1\
104,Carl\'a0Pavano\\pavanca01,35,MIN,33,6,-2,0,0,0,1,-1,-0.1,0,-1,-0.1,.498,.500,-0.1,0.0,-1,$8000000,Free Agency,1\
105,Joel\'a0Pineiro\\pineijo01,32,LAA,27,6,-2,0,0,0,1,-1,-0.1,0,-1,-0.1,.497,.500,-0.1,0.0,-1,$8000000,Free Agency,1\
106,Ervin\'a0Santana\\santaer01,28,LAA,33,2,0,0,0,0,0,1,0.1,0,1,0.1,.502,.500,0.1,0.0,1,$8000000,Amateur Free Agent,1\
107,Jake\'a0Westbrook\\westbja01,33,STL,35,60,-7,0,0,0,8,1,0.1,0,1,0.1,.503,.501,0.1,0.0,1,$8000000,Traded,1\
108,Mike\'a0Cameron\\camermi01,38,2TM,78,269,-9,0,0,-1,-1,-11,-1.1,9,-2,-0.3,.485,.497,-0.2,-0.2,-1,$7750000,Free Agency,9/78D\
109,Josh\'a0Johnson*\\johnsjo09,27,FLA,9,23,-2,0,0,0,3,1,0.1,0,1,0.1,.516,.501,0.1,0.0,1,$7750000,Amateur Draft,/1\
110,Bronson\'a0Arroyo\\arroybr01,34,CIN,36,66,-11,0,1,0,9,-2,-0.3,0,-2,-0.3,.493,.498,-0.3,0.0,-2,$7666666,Traded,1\
111,Grady\'a0Sizemore*\\sizemgr01,28,CLE,71,295,-4,-1,0,-6,0,-10,-1.0,11,1,0.1,.486,.494,0.7,-0.6,7,$7666666,Free Agency,8D\
112,Vladimir\'a0Guerrero\\guerrvl01,36,BAL,145,590,-3,0,-3,0,-13,-19,-1.9,22,4,0.2,.486,.488,0.3,-1.4,4,$7611455,Free Agency,*D\
113,Heath\'a0Bell\\bellhe01,33,SDP,64,0,0,0,0,0,0,0,0.0,0,0,0.0,.501,.500,0.0,0.0,0,$7500000,Traded,1\
114,Jason\'a0Marquis*\\marquja01,32,2TM,28,49,-6,0,0,0,6,1,0.1,0,1,0.1,.505,.501,0.1,0.0,1,$7500000,Traded,/1\
115,Wandy\'a0Rodriguez#\\rodriwa01,32,HOU,30,67,-7,-1,0,0,9,1,0.1,0,1,0.1,.505,.501,0.1,0.0,1,$7500000,Amateur Free Agent,1\
116,Shane\'a0Victorino\\victosh01,30,PHI,132,586,22,4,4,2,3,35,3.7,18,52,5.4,.528,.523,5.1,0.5,50,$7500000,Rule 5 Draft,*8\
117,Joey\'a0Votto*\\vottojo01,27,CIN,161,719,49,-2,-2,4,-9,39,4.2,21,60,6.3,.526,.526,5.7,-0.6,56,$7410655,Amateur Draft,*3\
118,Jered\'a0Weaver\\weaveje02,28,LAA,33,4,-1,0,0,0,1,0,0.0,0,0,0.0,.499,.500,0.0,0.0,0,$7365000,Amateur Draft,1\
119,Matt\'a0Cain\\cainma01,26,SFG,35,78,-8,0,0,0,10,3,0.3,0,3,0.3,.509,.502,0.3,0.0,3,$7333333,Amateur Draft,1\
120,Huston\'a0Street\\streehu01,27,COL,62,1,0,0,0,0,0,0,0.0,0,0,0.0,.500,.500,0.0,0.0,0,$7300000,Traded,1\
121,Derrek\'a0Lee\\leede02,35,2TM,113,477,4,-1,-3,-3,-6,-9,-0.9,17,8,0.7,.491,.494,1.0,-1.0,11,$7250000,Free Agency,3\
122,Matt\'a0Capps\\cappsma01,27,MIN,69,0,0,0,0,0,0,0,0.0,0,0,0.0,.501,.500,0.0,0.0,0,$7150000,Free Agency,1\
123,Matt\'a0Kemp\\kempma01,26,LAD,161,689,56,5,-2,-5,3,58,6.1,21,79,8.2,.538,.538,8.7,-0.2,84,$7100000,Amateur Draft,*8/D\
124,Jonathan\'a0Broxton\\broxtjo01,27,LAD,14,0,0,0,0,0,0,0,0.0,0,0,0.0,.501,.500,0.0,0.0,0,$7000000,Amateur Draft,1\
125,Adam\'a0LaRoche*\\larocad01,31,WSN,43,177,-10,0,0,5,-2,-7,-0.8,6,-1,-0.3,.482,.495,-0.8,0.3,-6,$7000000,Free Agency,3\
126,Nate\'a0McLouth*\\mclouna01,29,ATL,81,321,-4,2,0,-7,0,-9,-1.0,10,1,0.0,.488,.494,0.7,-0.8,8,$7000000,Traded,87/9\
127,Jose\'a0Valverde\\valvejo01,33,DET,75,0,0,0,0,0,0,0,0.0,0,0,0.0,.501,.500,0.0,0.1,0,$7000000,Free Agency,1\
128,Javier\'a0Vazquez\\vazquja01,34,FLA,36,67,-8,0,0,0,9,0,0.0,0,0,0.0,.501,.500,0.0,0.0,0,$7000000,Free Agency,1\
129,C.J.\'a0Wilson*\\wilsocj01,30,TEX,34,5,0,0,0,0,1,1,0.1,0,1,0.1,.504,.501,0.1,0.0,1,$7000000,Amateur Draft,1\
130,Hunter\'a0Pence\\pencehu01,28,2TM,154,668,34,4,1,1,-6,34,3.6,20,54,5.6,.524,.512,5.4,-0.6,53,$6900000,Amateur Draft,9\
131,Corey\'a0Hart\\hartco01,29,MIL,130,551,24,-1,-1,-1,-5,16,1.7,17,33,3.4,.513,.511,3.4,-0.7,34,$6833333,Amateur Draft,*9\
132,Ryan\'a0Ludwick\\ludwiry01,32,2TM,139,558,-5,-1,-1,-8,-6,-20,-2.2,17,-3,-0.5,.484,.492,0.3,-1.5,5,$6775000,Purchased,79\
133,Brian\'a0McCann*\\mccanbr01,27,ATL,128,527,9,-4,-1,-4,8,9,0.9,16,25,2.5,.507,.506,2.9,0.4,29,$6700000,Amateur Draft,*2/D\
134,Miguel\'a0Tejada\\tejadmi01,37,SFG,91,343,-13,-1,1,1,3,-9,-1.1,11,1,0.0,.489,.494,-0.2,0.4,0,$6500000,Free Agency,56/4\
135,Brian\'a0Wilson\\wilsobr01,29,SFG,57,0,0,0,0,0,0,0,0.0,0,0,0.0,.501,.500,0.0,0.0,0,$6500000,Amateur Draft,1\
136,Luke\'a0Scott*\\scottlu01,33,BAL,64,236,-3,-1,1,2,-3,-4,-0.4,9,5,0.4,.493,.497,0.2,-0.1,3,$6400000,Traded,73/D\
137,Adrian\'a0Gonzalez*\\gonzaad01,29,BOS,159,715,45,-2,-3,12,-9,43,4.5,25,68,6.9,.528,.527,5.7,0.3,56,$6300000,Traded,*3/D9\
138,Cody\'a0Ross\\rossco01,30,SFG,121,461,4,0,-1,-11,-5,-12,-1.3,14,3,0.1,.489,.492,1.3,-1.7,14,$6300000,Waivers,*798\
139,Roberto\'a0Hernandez\\carmofa01,30,CLE,32,3,-1,0,0,0,1,0,0.0,0,0,0.0,.499,.500,0.0,0.0,0,$6287500,Amateur Free Agent,1\
140,Chad\'a0Billingsley\\billich01,26,LAD,32,65,-5,-1,0,0,8,3,0.3,0,3,0.3,.509,.502,0.3,0.0,3,$6275000,Amateur Draft,1\
141,Paul\'a0Maholm*\\maholpa01,29,PIT,26,53,-7,0,0,0,7,0,0.0,0,0,0.0,.499,.500,0.0,0.0,0,$6250000,Amateur Draft,1\
142,Chris\'a0Snyder\\snydech02,30,PIT,34,119,4,-1,0,-1,2,4,0.4,4,7,0.8,.512,.502,0.9,0.1,8,$6250000,Traded,2\
143,Ian\'a0Kinsler\\kinslia01,29,TEX,155,723,18,8,-2,18,3,45,4.8,25,70,7.1,.530,.529,5.3,2.2,52,$6200000,Amateur Draft,*4D\
144,John\'a0Danks*\\danksjo01,26,CHW,27,3,-1,0,0,0,1,0,0.0,0,0,0.0,.499,.500,0.0,0.0,0,$6000000,Traded,1\
145,David\'a0DeJesus*\\dejesda01,31,OAK,131,506,-2,1,-1,1,-5,-6,-0.6,19,13,1.2,.495,.496,1.2,-0.4,12,$6000000,Traded,*9/8D\
146,Mark\'a0DeRosa\\derosma01,36,SFG,47,97,0,-1,0,0,0,-1,-0.2,3,2,0.1,.497,.499,0.1,0.0,2,$6000000,Free Agency,53/4\
147,Mark\'a0Ellis\\ellisma01,34,2TM,132,519,-20,1,1,18,3,3,0.4,18,21,2.1,.503,.501,0.1,2.3,3,$6000000,Traded,4\
148,Mike\'a0Gonzalez\\gonzami02,33,2TM,56,0,0,0,0,0,0,0,0.0,0,0,0.0,.500,.500,0.0,0.0,0,$6000000,Free Agency,1\
149,Bobby\'a0Jenks\\jenksbo01,30,BOS,19,0,0,0,0,0,0,0,0.0,0,0,0.0,.501,.500,0.0,0.0,0,$6000000,Free Agency,1\
150,Ricky\'a0Nolasco\\nolasri01,28,FLA,33,71,-11,0,0,0,9,-2,-0.2,0,-2,-0.2,.493,.499,-0.2,0.0,-2,$6000000,Traded,1\
151,Freddy\'a0Sanchez\\sanchfr01,33,SFG,60,261,2,1,1,-6,1,0,0.0,8,8,0.8,.500,.500,1.4,-0.5,14,$6000000,Traded,4\
152,Josh\'a0Willingham\\willijo03,32,OAK,136,563,12,-2,0,0,-7,3,0.4,21,24,2.4,.502,.502,2.4,-0.8,24,$6000000,Traded,7D\
153,Matt\'a0Garza\\garzama01,27,CHC,31,71,-13,0,0,0,9,-3,-0.4,0,-3,-0.4,.489,.498,-0.4,0.0,-3,$5950000,Traded,1\
